category,welfareType,servId,servNm,agency,department,intrsThemaArray,lifeArray,srvPvsnNm,sprtCycNm,servDgst,servDtlLink,inqNum,contact
기관,지역센터,ORG0263,밀양시학교밖청소년지원센터,경상남도 밀양시,,청소년,청소년,상담/지원,수시,"경상남도 밀양시 삼문송림길26, 청소년수련관2층",http://www.miryang1388.kr/,,055-352-0924
기관,지역센터,ORG0264,거제시학교밖청소년지원센터,경상남도 거제시,,청소년,청소년,상담/지원,수시,"경상남도 거제시 계룡로 175 (고현동) 1층, 거제시학교밖청소년지원센터",https://www.geoje.go.kr/youthplatform/main.html,,055-639-4801
기관,지역센터,ORG0265,양산시학교밖청소년지원센터,경상남도 양산시,,청소년,청소년,상담/지원,수시,"경상남도 양산시 웅상대로 1009-2, 지하1층",,,055-367-1318
기관,지역센터,ORG0266,의령군학교밖청소년지원센터,경상남도 의령군,,청소년,청소년,상담/지원,수시,"경상남도 의령군 의령읍 의령대로 1577-25, 청소년문화의집 2층",,,055-570-4972
기관,지역센터,ORG0267,함안군학교밖청소년지원센터,경상남도 함안군,,청소년,청소년,상담/지원,수시,"경상남도 함안군 가야읍 말산1길 10, 청소년수련관 2층",,,055-583-0921
기관,지역센터,ORG0268,창녕군학교밖청소년지원센터,경상남도 창녕군,,청소년,청소년,상담/지원,수시,"경상남도 창녕군 창녕읍 화왕산1로 46, 창녕청소년수련관 5층",,,055-532-2000
기관,지역센터,ORG0269,고성군학교밖청소년지원센터,경상남도 고성군,,청소년,청소년,상담/지원,수시,"경상남도 고성군 고성읍 성내로 61, 고성군청소년센터 '온' 3층",,,055-670-2967
기관,지역센터,ORG0270,남해군학교밖청소년지원센터,경상남도 남해군,,청소년,청소년,상담/지원,수시,경상남도 남해군 남해읍 망운로 32 종합사회복지관 3층,,,055-864-7962
기관,지역센터,ORG0271,하동군학교밖청소년지원센터,경상남도 하동군,,청소년,청소년,상담/지원,수시,경상남도 하동군 하동읍 중앙로 72 청소년수련관 2층,,,055-884-3001
기관,지역센터,ORG0272,산청군학교밖청소년지원센터,경상남도 산청군,,청소년,청소년,상담/지원,수시,경상남도 산청군 산청읍 웅석봉로 92 산청군청소년수련관 2층,,,055-970-6596
기관,지역센터,ORG0273,함양군학교밖청소년지원센터,경상남도 함양군,,청소년,청소년,상담/지원,수시,경상남도 함양군 함양읍 용평4길 13 4층 함양군학교밖청소년지원센터,,,055-960-4972
기관,지역센터,ORG0274,거창군학교밖청소년지원센터,경상남도 거창군,,청소년,청소년,상담/지원,수시,경상남도 거창군 거창읍 교촌길 100-30 청소년수련관3층,,,055-940-8860
기관,지역센터,ORG0275,합천군학교밖청소년지원센터,경상남도 합천군,,청소년,청소년,상담/지원,수시,"경상남도 합천군 경남 합천군 합천읍 옥산로 96-5 (합천리, 청소년문화의집)",,,055-930-3909
기관,지역센터,ORG0276,제주특별자치도학교밖청소년지원센터,제주특별자치도 제주시,,청소년,청소년,상담/지원,수시,"제주특별자치도 제주시 고마로 152 (이도이동) , 2층",http://jejukdream.or.kr,,064-759-9982
기관,지역센터,ORG0277,제주시학교밖청소년지원센터,제주특별자치도 제주시,,청소년,청소년,상담/지원,수시,"제주특별자치도 제주시 월랑북길 38, 4층",,,064-744-5999
기관,지역센터,ORG0278,서귀포시학교밖청소년지원센터,제주특별자치도 서귀포시,,청소년,청소년,상담/지원,수시,"제주특별자치도 서귀포시 일주동로 8643, 2층(서귀동)",,,비어있음
기관,지역센터,ORG0279,연천군학교밖청소년지원센터,경기도 연천군,,청소년,청소년,상담/지원,수시,경기도 연천군 연천읍 문화로 140 2층 연천군학교밖청소년지원센터,,,031-834-1388
기관,지역센터,ORG0280,평창군학교밖청소년지원센터,강원특별자치도 평창군,,청소년,청소년,상담/지원,수시,강원특별자치도 평창군 평창읍 종부로 61 3층,https://www.pc1388.or.kr,,033-335-7922
기관,지역센터,ORG0281,서울시청소년상담복지센터,서울특별시 중구,,청소년,청소년,상담/지원,수시,(04543) 서울특별시 중구 을지로 11길 23 7층,www.teen1318.or.kr,,02-2285-1318
기관,지역센터,ORG0282,종로구청소년상담복지센터,서울특별시 종로구,,청소년,청소년,상담/지원,수시,(03065) 서울특별시 종로구 명륜길 90,www.jongno1318.or.kr,,02-762-1318
기관,지역센터,ORG0283,용산구청소년상담복지센터,서울특별시 용산구,,청소년,청소년,상담/지원,수시,(04316) 서울특별시 용산구 백범로 329(원효로 1가) 꿈나무종합타운 4층,www.dodoit.or.kr,,02-3273-5820
기관,지역센터,ORG0284,성동구청소년상담복지센터,서울특별시 성동구,,청소년,청소년,상담/지원,수시,(04718) 서울특별시 성동구 행당로6길 24-15,http://sdyc.or.kr,,02-2299-1388
기관,지역센터,ORG0285,광진구청소년상담복지센터,서울특별시 광진구,,청소년,청소년,상담/지원,수시,(05072) 서울특별시 광진구 아차산로 24길 17 자양공공힐링센터 3층,www.light1318.or.kr,,02-2205-2300
기관,지역센터,ORG0286,동대문구청소년상담복지센터,서울특별시 동대문구,,청소년,청소년,상담/지원,수시,"(02586) 서울특별시 동대문구 천호대로2길 23-9, 신설동복지지원센터 2층",www.ddm1318.or.kr,,02-2236-1318
기관,지역센터,ORG0287,중랑구청소년상담복지센터,서울특별시 중랑구,,청소년,청소년,상담/지원,수시,(02254) 서울특별시 중랑구 용마산로 217 청소년수련관 3층,www.jn1318.or.kr,,02-496-1895
기관,지역센터,ORG0288,성북구청소년상담복지센터,서울특별시 성북구,,청소년,청소년,상담/지원,수시,(02814) 서울특별시 성북구 정릉로 242 성북아동청소년센터 4층,www.sb1318.or.kr,,02-3292-1388
기관,지역센터,ORG0289,성북구석관청소년상담복지센터,서울특별시 성북구,,청소년,청소년,상담/지원,수시,(02784) 서울특별시 성북구 돌곶이로 18길 3-9,www.sb1318.or.kr,,02-963-1318
기관,지역센터,ORG0290,강북구청소년상담복지센터,서울특별시 강북구,,청소년,청소년,상담/지원,수시,(01012) 서울특별시 강북구 4.19로 74 강북청소년수련관 3층,www.gb1318.or.kr,,02-6715-6661
기관,지역센터,ORG0291,도봉구청소년상담복지센터,서울특별시 도봉구,,청소년,청소년,상담/지원,수시,(01412) 서울특별시 도봉구 노해로 69길 132 문화체육센터 1층,www.db1318.or.kr,,02-6956-4501
기관,지역센터,ORG0292,노원구청소년상담복지센터,서울특별시 노원구,,청소년,청소년,상담/지원,수시,(01616) 서울특별시 노원구 수락산로212-19 2층,www.nowonyouthcenter.org,,02-2091-1388
기관,지역센터,ORG0293,은평구청소년상담복지센터,서울특별시 은평구,,청소년,청소년,상담/지원,수시,(03476) 서울특별시 은평구 백련산로 4길 16 은평청소년수련관,www.woori1318.or.kr,,02-384-1318
기관,지역센터,ORG0294,서대문구청소년상담복지센터,서울특별시 서대문구,,청소년,청소년,상담/지원,수시,(03676) 서울특별시 서대문구 증가로30길 45-9 휴먼센터 3~4층 ,www.sdm7979.or.kr/,,02-3141-1318
기관,지역센터,ORG0295,마포구청소년상담복지센터,서울특별시 마포구,,청소년,청소년,상담/지원,수시,(04016) 서울특별시 마포구 희우정로 77 마포한강아이파크 상가동,www.mapo1388.or.kr,,02-6376-9900
기관,지역센터,ORG0296,양천구청소년상담복지센터,서울특별시 양천구,,청소년,청소년,상담/지원,수시,"(08067) 서울특별시 양천구 남부순환로83길 53, 신월6동 행정복합타운 2층",http://yangcheon1388.or.kr/,,02-2646-8341
기관,지역센터,ORG0297,강서구청소년상담복지센터,서울특별시 강성구,,청소년,청소년,상담/지원,수시,(07718) 서울특별시 강서구 화곡로 18길 14-5,www.gs1318.or.kr ,,02-2061-8998
기관,지역센터,ORG0298,구로구청소년상담복지센터,서울특별시 구로구,,청소년,청소년,상담/지원,수시,(08365) 서울특별시 구로구 오리로 1115 천왕동청소년문화의집 2층  ,www.guro1318.or.kr,,02-867-1318
기관,지역센터,ORG0299,금천구청소년상담복지센터,서울특별시 금천구,,청소년,청소년,상담/지원,수시,(08569) 서울특별시 금천구 독산로32다길 17(시흥4동),www.gc1388.or.kr,,02-803-1873
기관,지역센터,ORG0300,영등포구청소년상담복지센터,서울특별시 영등포구,,청소년,청소년,상담/지원,수시,(07317) 서울특별시 영등포구 도영로22길 36 해광빌딩 2층,www.young1318.com,,02-2676-6114
기관,지역센터,ORG0301,동작구청소년상담복지센터,서울특별시 동작구,,청소년,청소년,상담/지원,수시,(07062) 서울특별시 동작구 여의대방로 20길 61 시립보라매청소년센터 슬기동 2층,http://djyc1388.or.kr/,,02-845-1388
기관,지역센터,ORG0302,관악구청소년상담복지센터,서울특별시 관악구,,청소년,청소년,상담/지원,수시,(08790) 서울특별시 관악구 남부순환로 234길 73 싱글벙글교육센터 벙글동 4층,http://go1318.or.kr/,,02-872-1318
기관,지역센터,ORG0303,서초구청소년상담복지센터,서울특별시 서초구,,청소년,청소년,상담/지원,수시," (06703) 서울특별시 서초구 방배로5길 11 2층 (방배동, 구립방배유스센터 내)",http://seocho1318.com/,,02-525-9128
기관,지역센터,ORG0304,강남구청소년상담복지센터,서울특별시 강남구,,청소년,청소년,상담/지원,수시,(06362) 서울특별시 강남구 광평로 144 (수서동 749) 2층,www.gnyc.or.kr,,02-2226-7667
기관,지역센터,ORG0305,송파구청소년상담복지센터,서울특별시 송파구,,청소년,청소년,상담/지원,수시,(05834) 서울특별시 송파구 중대로 4길 4 송파구청소년센터 3층,www.sp1318.or.kr,,02-449-7173
기관,지역센터,ORG0306,강동구청소년상담복지센터,서울특별시 강동구,,청소년,청소년,상담/지원,수시,(05211) 서울특별시 강동구 아리수로93길 47 서울시립강동청소년수련관 2층 ,http://www.wagle.or.kr,,070-8819-1388
기관,지역센터,ORG0307,부산광역시청소년상담복지센터,부산광역시 부산진구,,청소년,청소년,상담/지원,수시,(47247) 부산광역시 부산진구 서전로 43 6층 (전포동),http://www.cando.or.kr/,,051-804-5001
기관,지역센터,ORG0308,부산중구청소년상담복지센터,부산광역시 중구,,청소년,청소년,상담/지원,수시,(48954) 부산광역시 중구 남포길 39-2 3층,www.junggu1388.or.kr,,051-231-1388
기관,지역센터,ORG0309,부산서구청소년상담복지센터,부산광역시 서구,,청소년,청소년,상담/지원,수시,(49206) 부산광역시 서구 시약로 125 1층,www.flyseogu1388.or.kr ,,051-714-3013
기관,지역센터,ORG0310,부산동구청소년상담복지센터,부산광역시 동구,,청소년,청소년,상담/지원,수시,(48723) 부산광역시 동구 범곡로 9 비전센터 3층,http://bsdg1388.kr/,,051-632-1388
기관,지역센터,ORG0311,영도구청소년상담복지센터,부산광역시 영도구,,청소년,청소년,상담/지원,수시,(49113) 부산광역시 영도구 절영로 321 함지골청소년수련관 1층,www.busanyouth.or.kr,,051-405-5605
기관,지역센터,ORG0312,부산진구청소년상담복지센터,부산광역시 부산진구,,청소년,청소년,상담/지원,수시,"(47209) 부산광역시 부산진구 동평로 405번길 85, 양정청소년수련관 2층",http://bsjin1388.or.kr,,051-868-0956
기관,지역센터,ORG0313,동래구청소년상담복지센터,부산광역시 동래구,,청소년,청소년,상담/지원,수시,"(47710) 부산광역시 동래구 중앙대로 1523 SK허브스카이 A3동 05호, 06호 3층",www.1388youth.kr ,,051-555-1388 
기관,지역센터,ORG0314,부산남구청소년상담복지센터,부산광역시 남구,,청소년,청소년,상담/지원,수시,(48494) 부산광역시 남구 유엔평화로 24 5층,www.namgu1388.kr,,051-621-1389
기관,지역센터,ORG0315,부산북구청소년상담복지센터,부산광역시 북구,,청소년,청소년,상담/지원,수시,(46579) 부산광역시 북구 덕천로3(구포1동 610-1),http://www.bsbukgu.go.kr/youth ,,051-343-1388
기관,지역센터,ORG0316,해운대구청소년상담복지센터,부산광역시 해운대구,,청소년,청소년,상담/지원,수시,(48051) 부산광역시 해운대구 재반로 151-21 해운대청소년수련관 4층,www.u-dream.or.kr,,051-731-4046
기관,지역센터,ORG0317,사하구청소년상담복지센터,부산광역시 사하구,,청소년,청소년,상담/지원,수시,(49412) 부산광역시 사하구 동매로 161 ,www.saha1388.kr,,051-207-7169
기관,지역센터,ORG0318,금정구청소년상담복지센터,부산광역시 금정구,,청소년,청소년,상담/지원,수시,(46267) 부산광역시 금정구 기찰로 96번길 47 2층,www.gjyouth1388.or.kr,,051-581-2084
기관,지역센터,ORG0319,연제구청소년상담복지센터,부산광역시 연제구,,청소년,청소년,상담/지원,수시,(47525) 부산광역시 연제구 월드컵대로 243번길 19 거제동원타워상가 503호,www.yeonje1388.or.kr,,051-506-1386
기관,지역센터,ORG0320,수영구청소년상담복지센터,부산광역시 수영구,,청소년,청소년,상담/지원,수시,(48264) 부산광역시 수영구 수영로 521번길 77 청소년문화의집 3층,www.meetyou.kr,,051-759-8413
기관,지역센터,ORG0321,사상구청소년상담복지센터,부산광역시 사상구,,청소년,청소년,상담/지원,수시,(46927) 부산광역시 사상구 백양대로 952 사상아동보건센터 3층,http://sasang1388.kr/,,051-327-1388
기관,지역센터,ORG0322,기장군청소년상담복지센터,부산광역시 기장구,,청소년,청소년,상담/지원,수시,(46069) 부산광역시 기장군 기장읍 차성서로 86 대라다목적도서관 4층,http://gijangcmc.or.kr/1388/main/main.asp,,051-792-4880
기관,지역센터,ORG0323,대구광역시청소년상담복지센터,대구광역시 중구,,청소년,청소년,상담/지원,수시,(41934) 대구광역시 중구 중앙대로 81길 66-5 대구청소년지원재단 3층,www.daeguyouth.net,,053-659-6240
기관,지역센터,ORG0324,대구중구청소년상담복지센터,대구광역시 중구,,청소년,청소년,상담/지원,수시,(41919) 대구광역시 중구 국채보상로 541 8층,http://www.ymca1388.or.kr/ ,,053-423-1377
기관,지역센터,ORG0325,대구동구청소년상담복지센터,대구광역시 동구,,청소년,청소년,상담/지원,수시,(41155) 대구광역시 동구 동촌로 16길 20 아인빌딩 2층,http://www.dg1388.or.kr,,053-984-1319
기관,지역센터,ORG0326,대구서구청소년상담복지센터,대구광역시 서구,,청소년,청소년,상담/지원,수시,(41770) 대구광역시 서구 서대구로222 3층,www.seoguc8310.or.kr ,,053-562-1388
기관,지역센터,ORG0327,대구남구청소년상담복지센터,대구광역시 남구,,청소년,청소년,상담/지원,수시,(42410) 대구광역시 남구 중앙대로 49길 25 2층,www.dng1388.or.kr,,053-624-0996
기관,지역센터,ORG0328,대구북구청소년상담복지센터,대구광역시 북구,,청소년,청소년,상담/지원,수시,(41439) 대구광역시 북구 칠곡중앙대로561 읍내동행정복지센터 3층,www.teen1388.or.kr,,053-324-1388
기관,지역센터,ORG0329,수성구청소년상담복지센터,대구광역시 수성구,,청소년,청소년,상담/지원,수시,(42027) 대구광역시 수성구 달구벌대로 2451 범어도서관 5층,http://ss1388.suseong.kr ,,053-759-1388
기관,지역센터,ORG0330,달서구청소년상담복지센터,대구광역시 달서구,,청소년,청소년,상담/지원,수시,(42726) 대구광역시 달서구 학산로 7길 39 (월성동),www.dalbi1388.or.kr,,053-638-1388
기관,지역센터,ORG0331,대구달성군청소년상담복지센터,대구광역시 달성군,,청소년,청소년,상담/지원,수시,(43017) 대구광역시 달성군 현풍읍 테크노중앙대로 231,http://www.ds1388.or.kr/ds1388/,,053-614-1388
기관,지역센터,ORG0332,군위군청소년상담복지센터,대구광역시 군위군,,청소년,청소년,상담/지원,수시,(43113) 대구광역시 군위군 군위읍 군청로 158 군위국민체육센터 3층 ,http://www.gunwi.go.kr/ko/page.do?mnu_uid=312&,,054-382-1388
기관,지역센터,ORG0333,인천광역시청소년상담복지센터,인천광역시 동구,,청소년,청소년,상담/지원,수시,(22573) 인천광역시 동구 박문로 1. 인천교구 가톨릭청소년센터 1층,www.inyouth.or.kr,,032-429-0394
기관,지역센터,ORG0334,인천중구청소년상담복지센터,인천광역시 중구,,청소년,청소년,상담/지원,수시,"(22408) 인천광역시 중구 송산로 52, 중구청소년수련관 1층",www.junggu1388.kr,,032-773-1317
기관,지역센터,ORG0335,인천중구동인천청소년상담복지센터,인천광역시 중구,,청소년,청소년,상담/지원,수시,"(22309) 인천광역시 중구 참외전로72번길 25, 동인천동 행정복지센터 3층",www.junggu1388.kr,,032-747-1318
기관,지역센터,ORG0336,인천동구청소년상담복지센터,인천광역시 동구,,청소년,청소년,상담/지원,수시,"(22556) 인천광역시 동구 송림로 80, 4층",www.dream1388.or.kr,,032-777-1388
기관,지역센터,ORG0337,인천미추홀구청소년상담복지센터,인천광역시 미추홀구,,청소년,청소년,상담/지원,수시,(22136) 인천광역시 미추홀구 주안로82(주안1동 232-3) 청소년미디어센터 5층,www.michu1388.or.kr,,032-862-4877
기관,지역센터,ORG0338,연수구청소년상담복지센터,인천광역시 연수구,,청소년,청소년,상담/지원,수시,(21936) 인천광역시 연수구 원인재로 283 연수3동 주민센터 4층        ,www.ysyouth.or.kr,,032-818-0358
기관,지역센터,ORG0339,남동구청소년상담복지센터,인천광역시 남동구,,청소년,청소년,상담/지원,수시,(21589) 인천광역시 남동구 소래로 645 남동구평생학습관 2층,http://nd1388.or.kr,,032-468-1388
기관,지역센터,ORG0340,부평구청소년상담복지센터,인천광역시 부평구,,청소년,청소년,상담/지원,수시,"(21303) 인천광역시 부평구 산청로 129, 2층",http://portal.icbp.go.kr/1388/,,032-509-8916
기관,지역센터,ORG0341,계양구청소년상담복지센터,인천광역시 계양구,,청소년,청소년,상담/지원,수시,"(21109) 인천광역시 계양구 봉오대로 600번길 20, 2층",www.gyeyang1388.or.kr,,032-547-0855
기관,지역센터,ORG0342,인천서구청소년상담복지센터,인천광역시 서구,,청소년,청소년,상담/지원,수시,(22819) 인천광역시 서구 원적로 7번길 12 가좌청소년센터 2층 ,www.sg1388.or.kr,,032-584-1386
기관,지역센터,ORG0343,강화군청소년상담복지센터,인천광역시 강화군,,청소년,청소년,상담/지원,수시,"(23033) 인천광역시 강화군 강화읍 향나무길 22번길 30-1, 2층",ghycw.ganghwa.go.kr,,032-932-1388
기관,지역센터,ORG0344,광주광역시청소년상담복지센터,광주광역시 서구,,청소년,청소년,상담/지원,수시,"(62024) 광주광역시 서구 학생독립로 37, 광주광역시청소년수련원 D동 3층",www.gj1388.or.kr,,062-226-8181
기관,지역센터,ORG0345,광주동구청소년상담복지센터,광주광역시 동구,,청소년,청소년,상담/지원,수시,(61482) 광주광역시 동구 금남로 246 광주 YMCA 3층,www.dg1388.com,,062-229-3308
기관,지역센터,ORG0346,광주서구청소년상담복지센터,광주광역시 서구,,청소년,청소년,상담/지원,수시,(61966) 광주광역시 서구 상무오월로 23(쌍촌동) 3층,www.happy1388.com,,062-375-1388
기관,지역센터,ORG0347,광주남구청소년상담복지센터,광주광역시 남구,,청소년,청소년,상담/지원,수시,(61727) 광주광역시 남구 서문대로 693,www.1388namgu.or.kr,,062-675-1388
기관,지역센터,ORG0348,광주북구청소년상담복지센터,광주광역시 북구,,청소년,청소년,상담/지원,수시,"(61132) 광주광역시 북구 대천로 86, 북구청소년수련관 1층 (문흥동 1009-1)",www.ok1388.kr,,062-251-1388
기관,지역센터,ORG0349,광산구청소년상담복지센터,광주광역시 광산구,,청소년,청소년,상담/지원,수시,(62363) 광주광역시 광산구 무진대로 246-7 2층,www.gsg1388.or.kr ,,062-943-1388
기관,지역센터,ORG0350,대전광역시청소년상담복지센터,대전광역시 동구,,청소년,청소년,상담/지원,수시,(34630) 대전광역시 동구 대전천동로 508 6층,www.dj1388.or.kr,,042-252-6577
기관,지역센터,ORG0351,대전서구청소년상담복지센터,대전광역시 서구,,청소년,청소년,상담/지원,수시,"(35223) 대전광역시 서구 월평로 71(월평동, 태호빌딩) 3층",http://www.sgy1388.or.kr,,042-527-1112
기관,지역센터,ORG0352,유성구청소년상담복지센터,대전광역시 유성구,,청소년,청소년,상담/지원,수시,(34097) 대전광역시 유성구 북유성대로 158 유성구청소년수련관 3층,counsel.happyyc1318.or.kr,,042-824-3454
기관,지역센터,ORG0353,울산광역시청소년상담복지센터,울산광역시 중구,,청소년,청소년,상담/지원,수시,"(44532) 울산광역시 중구 강북로 105 상가동 2층 (성남동, 롯데캐슬스카이)",www.counteen.or.kr,,052-227-2000
기관,지역센터,ORG0354,울산남구청소년상담복지센터,울산광역시 남구,,청소년,청소년,상담/지원,수시,(44692) 울산광역시 남구 돋질로106 마이코즈건물 3층,http://www.micos1388.or.kr,,052-291-1388
기관,지역센터,ORG0355,울산동구청소년상담복지센터,울산광역시 동구,,청소년,청소년,상담/지원,수시,"(44070) 울산광역시 동구 대학길 59, 3층",www.friend5279.or.kr,,052-233-5279
기관,지역센터,ORG0356,울산북구청소년상담복지센터,울산광역시 북구,,청소년,청소년,상담/지원,수시,(44224) 울산광역시 북구 제내1길 6 복음빌딩 4층,www.bukgu1388.or.kr,,052-283-1388
기관,지역센터,ORG0357,울주군청소년상담복지센터,울산광역시 울주군,,청소년,청소년,상담/지원,수시,"(45001) 울산광역시 울주군 온산읍 덕신로 299, 온산읍행정복지타운 6층",www.ulju1388.or.kr,,052-263-1388
기관,지역센터,ORG0358,울주군중부청소년상담복지센터,울산광역시 울주군,,청소년,청소년,상담/지원,수시,(44920) 울산광역시 울주군 범서읍 구영로 101-20 울주중부청소년수련관 내 3층,www.ulju1388.or.kr,,052-229-9652
기관,지역센터,ORG0359,세종특별자치시청소년상담복지센터,세종특별자치시 세종,,청소년,청소년,상담/지원,수시,(30024) 세종특별자치시 조치원읍 새내로 108 2층 ,www.sj1388.or.kr,,044-867-2022
기관,지역센터,ORG0360,경기도청소년상담복지센터,경기도 수원시,,청소년,청소년,상담/지원,수시,(16305) 경기도 수원시 장안구 송원로 55 행정동우회관 1층 ,www.hi1318.or.kr,,031-248-1318
기관,지역센터,ORG0361,수원시청소년상담복지센터,경기도 수원시,,청소년,청소년,상담/지원,수시,(16486) 경기도 수원시 팔달구 권광로 293 수원시청소년재단 희망등대센터 3층,http://www.syf.or.kr,,031-212-1318
기관,지역센터,ORG0362,성남시청소년상담복지센터,경기도 성남시,,청소년,청소년,상담/지원,수시,(13438) 경기도 성남시 중원구 성남대로 997번길 7(금담빌딩) 4층,http://www.snyouth.or.kr/sn1388 ,,031-756-1388
기관,지역센터,ORG0363,의정부시청소년상담복지센터,경기도 의정부시,,청소년,청소년,상담/지원,수시,(11622) 경기도 의정부시 의정로 27 청소년수련관 3층,www.uiyouth.or.kr,,031-872-1388
기관,지역센터,ORG0364,안양시청소년상담복지센터,경기도 안양시,,청소년,청소년,상담/지원,수시,(13997) 경기도 안양시 만안구 안양로 263번길 31,www.ayf.or.kr/1388,,031-446-0242
기관,지역센터,ORG0365,부천시청소년상담복지센터,경기도 부천시,,청소년,청소년,상담/지원,수시,(14596) 경기도 부천시 원미구 장말로 107 복사골문화센터 301호,www.zzang1318.or.kr,,032-325-3002
기관,지역센터,ORG0366,광명시청소년상담복지센터,경기도 광명시,,청소년,청소년,상담/지원,수시,(14241) 경기도 광명시 디지털 34 철산별관 노둣돌 1호동 1층,https://www.gmyouth.org/,,02-809-2000
기관,지역센터,ORG0367,평택시청소년상담복지센터,경기도 평택시,,청소년,청소년,상담/지원,수시,(17903) 경기도 평택시 평남로 616 청소년문화센터 4층,www.pt1318.or.kr,,031-656-1383
기관,지역센터,ORG0368,동두천시청소년상담복지센터,경기도 동두천시,,청소년,청소년,상담/지원,수시,(11362) 경기도 동두천시 지행로 95 청소년수련관 3층,http://1388.tistory.com,,031-861-1388
기관,지역센터,ORG0369,안산시청소년상담복지센터,경기도 안산시,,청소년,청소년,상담/지원,수시,(15387) 경기도 안산시 단원구 원초로 76 4층,www.aycc.org,,031-414-1318
기관,지역센터,ORG0370,고양시청소년상담복지센터,경기도 고양시,,청소년,청소년,상담/지원,수시,(10512) 경기도 고양시 덕양구 중앙로 633번길 25 토당청소년수련관 2층,https://www.gcyf.or.kr/sb,,031-995-4269
기관,지역센터,ORG0371,과천시청소년상담복지센터,경기도 과천시,,청소년,청소년,상담/지원,수시,(13828) 경기도 과천시 참마을로 9 과천시청소년수련관 1층,www.gc1318.or.kr,,02-504-1388
기관,지역센터,ORG0372,구리시청소년상담복지센터,경기도 구리시,,청소년,청소년,상담/지원,수시,(11922) 경기도 구리시 건원대로 34번길 32-10 구리시청소년수련관 3층 ,http://guri1388.or.kr/mall/main.php,,031-557-2000
기관,지역센터,ORG0373,남양주시청소년상담복지센터,경기도 남양주시,,청소년,청소년,상담/지원,수시,(12244) 경기도 남양주시 다산지금로 51-47 남양주시청소년수련관 2층,https://www.nyj.go.kr/main/1,,031-590-8098
기관,지역센터,ORG0374,오산시청소년상담복지센터,경기도 오산시,,청소년,청소년,상담/지원,수시,(18136) 경기도 오산시 오산로 278번길 3 2층 (오산동),www.osan1318.or.kr,,031-372-4004
기관,지역센터,ORG0375,시흥시청소년상담복지센터,경기도 시흥시,,청소년,청소년,상담/지원,수시,(14914) 경기도 시흥시 은행로 179 시흥시청소년수련관 별관 1층,www.shyc.or.kr,,031-318-7100
기관,지역센터,ORG0376,시흥시정왕청소년상담복지센터,경기도 시흥시,,청소년,청소년,상담/지원,수시,(15049) 경기도 시흥시 오동마을로 33 3층(금광빌딩),www.shyc.or.kr,,031-318-7101
기관,지역센터,ORG0377,군포시청소년상담복지센터,경기도 군포시,,청소년,청소년,상담/지원,수시,"(15823) 경기도 군포시 수리산로 112 슬기관 2층(산본동, 수리산상상마을)",www.gp1318.or.kr,,031-397-1388
기관,지역센터,ORG0378,의왕시청소년상담복지센터,경기도 의왕시,,청소년,청소년,상담/지원,수시,(16077) 경기도 의왕시 문화공원로 33 3층,https://www.uyf.or.kr/uw1388/388,,031-452-1388
기관,지역센터,ORG0379,하남시청소년상담복지센터,경기도 하남시,,청소년,청소년,상담/지원,수시,(12919) 경기도 하남시 조정대로111(풍산동) 하남시청소년수련관 2층,www.hanam.go.kr,,031-790-6680
기관,지역센터,ORG0380,용인시청소년상담복지센터,경기도 용인시,,청소년,청소년,상담/지원,수시,(17019) 경기도 용인시 처인구 중부대로 1199 청소년수련관 4층,www.yiyf.or.kr,,031-324-9300
기관,지역센터,ORG0381,파주시청소년상담복지센터,경기도 파주시,,청소년,청소년,상담/지원,수시,(10894) 경기도 파주시 와석순환로 415 운정행복센터 6층,www.pajuyouth.or.kr,,031-540-5321
기관,지역센터,ORG0382,이천시청소년상담복지센터,경기도 이천시,,청소년,청소년,상담/지원,수시,(17371) 경기도 이천시 영창로 260 서희청소년문화센터 3층,www.ic1318.or.kr,,031-634-2777
기관,지역센터,ORG0383,안성시청소년상담복지센터,경기도 안성시,,청소년,청소년,상담/지원,수시,(17591) 경기도 안성시 낙원길 108 안성시청소년문화의집 2층 (낙원동),www.an1318.or.kr,,031-676-1318(내선1)
기관,지역센터,ORG0384,김포시청소년상담복지센터,경기도 김포시,,청소년,청소년,상담/지원,수시,(10099) 경기도 김포시 걸포로 76 중봉청소년수련관 2층,https://www.fgy.or.kr/ssac1388,,031-984-1388
기관,지역센터,ORG0385,화성시청소년상담복지센터,경기도 화성시,,청소년,청소년,상담/지원,수시,(18732) 경기도 화성시 태안로 145 유앤아이센터 2층(병점동),www.mars1318.or.kr,,031-225-1318
기관,지역센터,ORG0386,광주시청소년상담복지센터,경기도 광주시,,청소년,청소년,상담/지원,수시,(12779) 경기도 광주시 회안대로 350-17 청소년수련관 3층,www.ggj1388.or.kr/,,031-761-1389
기관,지역센터,ORG0387,양주시청소년상담복지센터,경기도 양주시,,청소년,청소년,상담/지원,수시,(11469) 경기도 양주시 옥정서로254 옥정3단지 내 행복플러스어린이집 2층,https://www.yangju.go.kr/yj1318/index.do,,031-858-1318
기관,지역센터,ORG0388,포천시청소년상담복지센터,경기도 포천시,,청소년,청소년,상담/지원,수시,(11184) 경기도 포천시 소흘읍 호국로 523번길 59-56 청소년교육문화센터 내 2층, http://www.pocheon.go.kr/counsel/index.do,,031-533-1318
