category,welfareType,servId,servNm,agency,department,intrsThemaArray,lifeArray,srvPvsnNm,sprtCycNm,servDgst,servDtlLink,inqNum,contact
제도,기타,SCH00589,장학금,부용장학재단,,교육,청소년,장학금/기타,특정기간,"[지원내용] ※ 기관확인필요 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] ※ 기관확인필요",http://cafe.daum.net/buyongsf,,
제도,기타,SCH00590,장학생,황해도장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 향토 사업에 참여하여 청년회 및 후계세대 활동 및 애향활동을 하고 있는 자 / 황해도 출신자 또는 자녀",http://www.ibuk5do.go.kr/5do/frt/main.do,,
제도,기타,SCH00591,장학생,대사습기능후원회,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 각 70만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 전국 고등학교 재학생 중 국악 전공자○ 대사습놀이학생전국대회 각 부문 장원자로서 우리 국악의 후계자로 재능이 뛰어난 자○ 국악발전에 현저한 공이 있는 국악예술인의 자녀로서 국악에 전심하며 성적이 우수하고 품행이 단정한 자○ 우리나라 국악예술 발전/ 계승에 자질이 인정되며 장래가 유망한 자※ 자세한 사항은 첨부파일 또는 홈페이지 참고",http://www.jjdss.or.kr/index.php,,
제도,공공기관,SCH00592,희망드림장학,중소기업사랑나눔재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 1인 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 중소기업 임직원 중 고교생 자녀를 둔 한부모 가정",https://csr.kbiz.or.kr/business/businessboardNo=387,,
제도,지자체(출자출연기관),SCH00593,장학생,(재)한국로타리장학문화재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ※ 기관확인필요 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음",http://www.rotarykorea.org,,
제도,지자체(출자출연기관),SCH00594,희망장학생,재단법인 파주시행복장학회,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고 | [조건] 불우한 생활환경으로 학업이 곤란하나 학업에 의지가 있고 타의 모범이 되는 학생 / 장학생 선발 공고일 현재 주민등록상 부/모 세대주와 학생이 3년 이상 파주시에 계속 거주하고 있는 시민의 자녀,http://www.happypaju.or.kr,,
제도,지자체(출자출연기관),SCH00595,내고장학교보내기장학,재단법인청양사랑인재육성장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 ~ 300만원※ 자세한 사항은 첨부파일 또는 홈페이지 참고 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년 | [조건] 고둥학교 신입생으로 군내 중학교를 졸업하고 고등학교 입학생 중 입학성적 1~2위인 자○ 군내 중학교 성적 상위 10%이내인 자 중 군내 고등학교에 입학한 자(입학성적 1·2위인 자 제외) / 해당없음 / 2026학년도 신입생○ 군내 고등학교 입학생 중 입학성적 1~2위인 자○ 군내 중학교 성적 상위 10%이내인 자 중 군내 고등학교에 입학한 자 / 장학생 선발 공고일 1년 전부터 계속하여 부모 또는 본인이 청양군에 주소를 두고 거주하는 자",http://www.cylove.kr,,
제도,지자체(출자출연기관),SCH00596,성적우수(군내),재단법인청양사랑인재육성장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 40만원 | [대상] 과학고국제고마이스터고영재고외국어고일반고, 1학년2학년3학년제한없음 | [조건] (고1) 중학교 3학년 과목별 성적이 'B(원점수 80점)' 이상인 자○ (고2) 직전 학년 과목별 석차등급 2등급 이내/절대평가 과목별 성취도 B이상인 자○ (고3) 직전 학년 과목별 석차등급 4등급 이내/절대평가 과목별 성취도 B이상인 자 / 해당없음 / 군내 고등학교 재학생으로 성적우수자 / 장학생 선발 공고일 1년 전부터 계속하여 부모 또는 본인이 청양군에 주소를 두고 거주하는 자",http://www.cylove.kr,,
제도,지자체(출자출연기관),SCH00597,성적우수(군외),재단법인청양사랑인재육성장학회,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 40만원 | [대상] 과학고국제고마이스터고영재고외국어고일반고 | [조건] (고1) 관내 중학교 3학년 과목별 성적이 성취도 B이상인 자○ (고2) 직전 년도 상상대평가 과목별 석차등급 2등급 이내/절대평가 과목별 성취도 B 이상으로 이중 석차등급 1등급 이내 성취도 A가 60% 이상인 자 / 군내 초등학교와 중학교를 졸업 / 장학생 선발 공고일 1년 전부터 계속하여 부모 또는 본인이 청양군에 주소를 두고 거주하는 자,http://www.cylove.kr,,
제도,지자체(출자출연기관),SCH00598,검정고시합격장학생,재단법인청양사랑인재육성장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 중학교 졸업학력 검정고시 합격 장학금: 30만원○ 고등학교 졸업학력 검정고시 합격 장학금: 40만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 25학년도 중고등학교 졸업학력 검정고시에 합격한 학교 밖 청소년 / 장학생 선발 공고일 1년 전부터 계속하여 부모 또는 본인이 청양군에 주소를 두고 거주",https://www.cheongyang.go.kr,,
제도,지자체(출자출연기관),SCH00599,예산사랑장학생,예산사랑장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 70만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 예산군 주소를 둔 고등학교 재학생 중 아래의 각 호 중 하나 충족○ 봉사 효행 선행하고 품행이 바름○ 다문화 가정○ 다자녀가정 (2자녀 이상)○ 저소득 가정 또는 장애가 있는 고등학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일(2025.04.11) 기준 이전부터 계속하여 학생 본인이 예산군에 주민등록주소를 둔 관외 고교 재학생○ 대리신청(부모) 가능※ 자세한 사항은 첨부파일 또는 홈페이지 참고",https://yesan.go.kr/bbs/BBSMSTR_000000000046/view.donttId=B000000162968Ry1iO6 ,,
제도,지자체(출자출연기관),SCH00600,우수장학생,예산사랑장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 70만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 예산군 주소를 둔 고등학교 재학생 중 인문 사회 과확 예술 체육 등 2024년 중앙부처 주관 경연대회에서 전국 3위 이내의 성적을 거둔 학생(개인 성적)○ 예산군 주소를 둔 고등학교 재학생중 해당 고등학교 입학성적이 10/100 이내이거나 직전학기 성적이 10/100이내인 학생 ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일(2025.04.11) 기준 이전부터 계속하여 학생 본인이 예산군에 주민등록주소를 둔 관외 고교 재학생○ 대리신청(부모) 가능",https://yesan.go.kr/bbs/BBSMSTR_000000000046/view.donttId=B000000162968Ry1iO6  ,,
제도,공공기관,SCH00601,녹색 학업장학,한국산림복지진흥원,,교육,청소년,장학금/성적우수,특정기간,"[지원내용] ○ 고등학생: 도서문화상품권 30만원 | [대상] 마이스터고일반고, 1학년2학년3학년제한없음 | [조건] 저소득층: 성적기준 없음○ 일반: 직전학기 성적 70점 이상(100점 만점 환산점수 기준) / 고등학생: 저소득층(수급자 차상위계층)은 가점 부여 3점 / 산림 임업인 본인 및 자녀○ 산림 임업 관련 전공자",https://www.fowi.or.kr,,
제도,지자체(출자출연기관),SCH00602,성적우수장학생,사단법인봉화군교육발전위원회,,교육,청소년,장학금/성적우수,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 재학생(기존) : 2년 연속(2024~2025) 선발된 장학생으로 직전학기 성적이 상위 20% 이내인 학생○ 재학생(추가) : 직전학기 성적이 상위 10% 이내인 학생 / 봉화군 관내 고등학생으로 성적우수자○ 관내 학교 재학생으로 학업성적이 우수하고 품행이 모범적인 자 / 신청일 현재 본인과 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 관내 학교 재학생",http://www.bonghwa.go.kr,,
제도,지자체(출자출연기관),SCH00603,희망장학생,사단법인봉화군교육발전위원회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 국민기초생활수급자·차상위계층 등 가정형편이 어려운 학생 / 농산촌 유망선수 육성을 위한 체육특기생으로 학교장이 추천한 자(가정형편이 어려운 학생 우선 선발)○ 국민기초생활수급자·차상위계층 등 가정형편이 어려운 학생(조손가정·한부모가정·장애가정 우선선발) / 신청일 현재 본인 또는 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 관내 학교 재학생",http://www.bonghwa.go.kr,,
제도,지자체(출자출연기관),SCH00604,특기장학생,사단법인봉화군교육발전위원회,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 개인 : 100만원 이내○ 단체(팀) : 200만원 이내※ 대회 규모 및 수상성적에 따른 차등지급으로 자세한 사항은 첨부파일 참조 | [대상] 예술고일반고체육고, 1학년2학년3학년제한없음 | [조건] 관내 학교 재학생으로 학업이 우수하고 품행이 모범적인 학생○ 직전년도 전국단위 공인대회 또는 도 단위 대회에서 3위 이내 입상한 고등학생 개인 및 단체(3인 이상)로 학교장이 추천한 자 / 신청일 현재 본인 또는 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 군민",http://www.bonghwa.go.kr,,
제도,지자체(출자출연기관),SCH00605,진학장학생,사단법인봉화군교육발전위원회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년 | [조건] 관내 고등학교나 농업 고등학교에 입학한 학생 / 신청일 현재 본인과 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 관내 학교 재학생",http://www.bonghwa.go.kr,,
제도,지자체(출자출연기관),SCH00606,기숙사비 장학금,사단법인봉화군교육발전위원회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 20만원※ 2024년도 한시적 지원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 관내 고등학교 기숙사생 / 신청일 현재 본인 또는 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 관내 학교 재학생",http://www.bonghwa.go.kr,,
제도,지자체(출자출연기관),SCH00607,자격증장학금,사단법인봉화군교육발전위원회,,교육,청소년,장학금/기타,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 3학년 | [조건] 관내 학교 재학생으로 학업이 우수하고 품행이 모범적인 학생○ 18세 ~ 24세 고등학교 3학년 학생○ 국가기술자격증 또는 국가 공인 민간 자격증 취득한 자 / 신청일 현재 본인 또는 부모(보호자)가 봉화군에 주민등록 주소지를 두고 있는 관내 학교 재학생",http://www.bonghwa.go.kr,,
제도,기타,SCH00608,장학생,(재)농촌청소년미래재단,,교육,청소년,장학금/기타,특정기간,"[지원내용] ○ 고등학교 전 과정 학기당 110만원/연220만원 (선발 후 1학기부터 지급)○ 장학생으로 졸업 후 국공립시립 대학에 진학할 경우 4년 등록금 전액 지원○ 재단에서 진행하는 자기개발프로그램 연수 지원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년 | [조건] 교내 성적 20%이내 / 세대 의료보험료 월 부과금 15만원 이내 / 전국 고등학교 1학년 신입생 10명",http://www.youthf.com,,
제도,지자체(출자출연기관),SCH00609,마포장학생,재단법인 마포인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 150만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 해당없음 / 만 30세 미만의 고등학교 재학생○ 재단에서 주최하는 행사(장학증서 수여식 등)/홍보활동(인터뷰 등)에 필수적인 참여가 가능한 학생 / 공고일 현재 계속하여 6개월 이상 마포구에 거주하고 있는 자",http://www.mapojh.or.kr,,
제도,지자체(출자출연기관),SCH00610,인재육성장학생,재단법인 마포인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 2~3학년 : 인재육성장학생으로 선발된 학생 중 직전학기 전체석차 상위 5% 이내에 해당하는 학생※ 고등학교 1학년 학생은 2026년도 하반기에 선발 가능 / 해당없음 / 만 30세 미만의 고등학교 재학생○ 마포구 소재 중학교를 졸업한 관내 9개 고등학교 재학생○ 경성고/ 상암고/ 광성고/ 서울여고/ 숭문고/ 홍익부속여고/ 서울디자인고/ 한세사이버보안고/ 홍익디자인고 / 공고일 현재 계속하여 6개월 이상 마포구에 거주하고 있는 자",http://www.mapojh.or.kr,,
제도,지자체(출자출연기관),SCH00611,성적우수장학생,재단법인 마포인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 150만원 | [대상] 과학고국제고마이스터고영재고외국어고일반고, 1학년2학년3학년제한없음 | [조건] 2025년도 2학기 전체석차 상위 15% 이내인 자 / 해당없음 / 만 30세 미만의 고등학교 재학생○ 관내 고등학교 : 광성고/ 경성고/ 상암고/ 서울여고/ 숭문고/ 홍익부속여고/ 서울디자인고/ 한세사이버보안고/ 홍익디자인고○ 관외 고등학교 : 마포구 관외 고등학교 재학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일 현재 계속하여 6개월 이상 마포구에 거주하고 있는 자",http://www.mapojh.or.kr,,
제도,지자체(출자출연기관),SCH00612,특기장학생,재단법인 마포인재육성장학재단,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 공고일로부터 1년 이내에 국가/특별시·광역시도 단위 이상 자치단체 또는 관련 기관 에서 주관하는 전국 규모 이상의 대회에서 3위권 이내 입상경력이 있는 자○ 분야 : 체육 분야 / 문화예술 분야 / 기능 분야 / 수학 과학 분야자세한 사항은 첨부파일 참조 / 공고일 현재 계속하여 6개월 이상 마포구에 거주하고 있는 자",http://www.mapojh.or.kr/,,
제도,지자체(출자출연기관),SCH00613,재학성적우수 장학금,재단법인 의성군인재육성재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 1인당 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 인문계 고등학교: 재학인원 10% 이내의 1학기 성적우수자○ 특성화 고등학교: 재학인원 5% 이내의 1학기 성적우수자 / 관내 고등학교 재학생 / 의성군 관내 고등학교에 재학 중인 자",http://uscdream.kr,,
제도,지자체(출자출연기관),SCH00614,입학성적우수장학생,재단법인 의성군인재육성재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년 | [조건] 학교별 입학인원의 10%이내 입학성적 우수자(특성화고 5%이내)○ 내신성적270점 이상인 인문계고 학생 / 해당없음 / ※ 기관확인필요 / 본인 및 부모가 1년이상 주소를 둔 자",http://uscdream.kr/,,
제도,지자체(출자출연기관),SCH00615,저소득특별장학생,재단법인 의성군인재육성재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 기초생활수급자/ 차상위/ 다문화가정 자녀 / 해당없음 / 관내 고등학교 재학",http://uscdream.kr/,,
제도,기타,SCH00616,장학생,(재)농서장학회,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 소년소녀가장 및 기초생활보호대상자로서 경제 사정이 어려운 자 / 본 재단이 인정하는 성주이씨 후손으로서 사상이 건실하고 품행이 방정한 자○ 전국 각 고등학교에 재학하는 학생 중 학업 성적이 우수하거나 경제사정이 어렵거나 본 재단의 설립 취지에 기여할 수 있는 자",http://nongseofoundation.or.kr,,
제도,지자체(출자출연기관),SCH00617,성적우수 장학금,재단법인 대구광역시인재육성장학재단,,교육,청소년,장학금/성적우수,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 경제사정으로 학업에 어려움이 있는 성적 우수 중/고 학생",https://www.dge.go.kr ,,
제도,지자체(출자출연기관),SCH00618,대구교육인재육성장학금(창의융합적사고),재단법인 대구광역시인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 400만원○ 매년 재심사를 거쳐 고등학교 졸업시까지 지속 지원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년 | [조건] 기준 중위소득 100% 이하 가정 학생○ 25년도 건강보험료 소득판정기준표의 가구원수에 따른 건강보험료 본인부담금 이하 납부 가정※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 대구 소재 고등학교 1~2학년 재학생○ 평소 행실이 바르며 모범적인 학생○ 학교장이 추천하는 '창의융합사고역량' 우수 인재 및 성장가능성이있다고 판단되는 자○ 학습역량/ SW/ 메이커/ 발명 등 특정분야 우수자 및 성장가능한 자○ 관련활동 참가자 / 대구 소재 고등학교 재학생",https://www.dge.go.kr,,
제도,지자체(출자출연기관),SCH00619,대구교육인재육성장학금(공동체),재단법인 대구광역시인재육성장학재단,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 400만원○ 매년 재심사를 거쳐 고등학교 졸업시까지 지속 지원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년 | [조건] 기준 중위소득 100% 이하 가정 학생○ '25년도 건강보험료 소득판정기준표의 가구원수에 따른 건강보험료 본인부담금 이하 납부 가정※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 대구 소재 고등학교 1~2학년 재학생○ 평소 행실이 바르며 모범적인 학생○ 학교장이 추천하는 공도체역량우수인재 및 성장가능성이 있다고 판단되는 자○ 자원봉사/ 환경보호분야/ 국제교류(외국어포함) 우수자 및 성장가능한 자○ 관련활동 참여자 / 대구 소재 고등학교 재학생",https://www.dge.go.kr ,,
제도,지자체(출자출연기관),SCH00620,국제대회 참가학생 지원 장학금,재단법인 대구광역시인재육성장학재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 200만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 국내대회 입상 후 각종 국제대회에 참가하는 초중고 학생 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고",https://www.dge.go.kr/nurture/main.do,,
제도,기타,SCH00621,미래 인재 장학금,재단법인 대구광역시인재육성장학재단,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 95만원 | [대상] 국제고영재고외국어고자율고, 2학년 | [조건] ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / DPyear2 운영에 참가하는 학생(사대부고 대구외고 포산고 국제고 서부고) / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고",https://www.dge.go.kr/nurture/main.do,,
제도,기타,SCH00622,장학생,재단법인은천장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 직전 학기 성적 백분율 환산 평균 70점 이상인 학생 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 미자립교회 교역자 및 선교자 자녀 탈북자(자녀) 중 성적 우수자○ 학업성적은 우수하나 경제적 이유로 수학이 곤란한 재학생○ 고등교육법 제2조 학교의 종류에 포함된 학교 재학생○ 본 재단 이사회가 정하는 대안학교 재학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고",http://www.euncheon.org/,,
제도,기타,SCH00623,청한사랑장학금,재단법인 청한장학회,,교육,청소년,장학금/기타,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 고등학교 재학생○ 효·선행·봉사정신이 투철하여 타인의 추천을 받은 자",http://cheonghan.or.kr,,
제도,기타,SCH00624,성적우수장학금,재단법인 청한장학회,,교육,청소년,장학금/성적우수,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 2학년3학년 | [조건] 직전년도 전체과목 평균 4등급이상 / 성적기준을 충족한 고등학교 재학생",http://cheonghan.or.kr,,
제도,기타,SCH00625,희망장학금,재단법인 청한장학회,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 고등학교 재학생 중 아래 요건 중 하나에 해당하는 자○ 기초생활수급자 ~ 차상위계층○ 한부모가정/조부모가정○ 다문화가정○ 장애인가정○ 새터민가정",http://cheonghan.or.kr,,
제도,기타,SCH00626,특기자 장학금,재단법인 청한장학회,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 고등학교 재학생○ 과학/예·체능 및 기능 분야 각종 대회(경연)에서 입상한 자",http://cheonghan.or.kr,,
제도,지자체(출자출연기관),SCH00627,생활장학금,재단법인 울산연구원,,교육,청소년,장학금/지역연고,특정기간,[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고체육고 | [조건] 국어/영어/ 수학 교과의 전 학기 평균이 4등급 이내인 학생 / 기초생활수급자○ 차상위계층○ 소득분위 6분위 이하 / ※ 기관확인필요 / 공고일 현재 본인 또는 보호자 주민등록상 울산 거주자,https://uill.uri.re.kr,,
제도,지자체(출자출연기관),SCH00628,장학생,재단법인 부산광역시 남구장학회,,교육,청소년,장학금/지역연고,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] (성적우수) 품행이 단정하며 학업성적이 상위 20% 이내 / (희망) 가정형편 등의 사유로 수학이 곤란한 자 (학업성적 감안하여 선발)○ 소년소녀가정/ 기초수급자/ 장애인가정/ 차상위가구/ 한부모가정/조손가정/ 다문화가정/ 다자녀가정(3자녀 이상)/ 무주택자/ 실직가정 / ※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 학부모 또는 학생이 부산 남구 관내에 주소를 두고 장학생 선발 신청일 현재 3년 이상 계속 주소가 되어 있으며 사실상 거주하고 있는 자",https://www.bsnamgu.go.kr,,
제도,지자체(출자출연기관),SCH00629,특기장학생,재단법인 연수큰재장학재단,,교육,청소년,장학금/특기자,특정기간,"[지원내용] ○ 개인: 100만원 (생활비성 장학금)○ 단체: 200만원 (생활비성 장학금)※ 자세한 사항은 첨부파일 또는 홈페이지 참고 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 공고일 기준 최근 1년 이내 해당분야 전국대회 / 국제대회에서 개인분야 또는 단체분야 5위 이내 성적을 득하거나 시·도 단위 이상 대회에서 개인분야 또는 단체분야 3위 이내 성적을 득한 자 또는 단체(초·중·고등학교 및 지자체 소속)○ 선발된 학생은 본 재단에서 주최하는 행사에 적극적으로 참여※ 자세한 사항은 첨부파일 또는 홈페이지 참고 / 공고일로부터 12개월 전부터 공고일까지 계속해서 연수구에 주민등록이 되어 있는 학생 또는 부·모(또는 보호자)의 자녀",https://ysjaedan.imweb.me ,,
제도,지자체(출자출연기관),SCH00630,예체능 및 기술분야 장학금,재단법인 철원장학회,,교육,청소년,장학금/해당없음,특정기간,"[지원내용] ○ 50만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고, 1학년2학년3학년제한없음 | [조건] 해당없음 / 해당없음 / 체육분야 대한체육회 산하 종목별 협회에서 인정한 광역시 및 도단위 이상 대회 1위 입상자 또는 전국대회 3위 이내에 입상한 자○예술분야 병역법시행령 제68조의 11의 국내외 예술경연대회 본선 참가자○기술분야 국내 외 기능경기대회 중 광역시 및 도 단위 이상 대회 1위 입상자 또는 전국(국제)대회 3위 이내 입상한 자 / 부모(또는 실질적으로 부양한 보호자)와 본인이 공고일(2025.4.3)을 기준으로 계속해서 철원군에 1년 이상 주소를 두고 거주하고 있는 학생",http://www.cwg.go.kr,,
제도,기타,SCH00631,소선나눔기금,사랑의열매 대구사회복지공동모금회,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 500만원 | [대상] 과학고마이스터고영재고일반고, 1학년2학년3학년제한없음 | [조건] 학업성적 상위 30% 이내 학생 / 삶의 계획과 비전이 뚜렷하며 도덕성·정직성·성실함이 함양된 인성을 가진 학생○ 아래 분야 진로 계획을 둔 학생 대상 지원○ 기초과학분야 (물리/화학/생명과학/수학 등)○ 미래산업분야 (지능정보기술/바이오헬스/에너지산업/나노과학기술 등) / 대구 소재 중·고등학교 재학생 (군위군 포함)",https://daegu.chest.or.kr,,
제도,기타,SCH00632,우인장학생,재단법인 우인장학재단,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 학습지원비 300만원 (학기 당 150만원) | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 성적우수자: 직전학년 12학기 전과목 평균 성취도 B이상 / 기초생활수급자/차상위계층 등 경제적으로 어려운 저소득 가정의 학생 / 성적기준/소득기준/아래 자격 중 하나 이상 충족하는 고등학생○ 타인에 대한 배려와 사랑으로 봉사정신이 투철하여 귀감이 될 만한 학생○ 예체능 등 본인의 특별한 재능을 살려 미래에 대한 도전을 지속하는 학생",http://www.wooin.org/,,
제도,지자체(출자출연기관),SCH00633,꿈드림장학생,부산중구장학회,,교육,청소년,장학금/소득구분,특정기간,"[지원내용] ○ 100만원 | [대상] 과학고국제고마이스터고영재고예술고외국어고일반고체육고, 1학년2학년3학년제한없음 | [조건] 가정 형편 등의 사유로 수학이 곤란한 자○ 기초생활수급자/ 차상위계층/ 한부모가정/ 무주택자 등 / 신청일 현재 학부모 또는 학생이 중구에 3년 이상 주소가 되어 있으며 사실상 계속 거주하고 있는 자",http://www.bsjunggu.go.kr/,,
